NAME	cluster dominant cell type	supercluster for LDSC-SEG	X	Y
387	prostate cancer cell	prostate cancer	-2.488783857484189	7.803081723526123
388	prostate cancer cell	prostate cancer	-3.7332030256476525	8.119719016786322
389	prostate cancer cell	prostate cancer	-1.7786203496163475	8.864555002289078
390	prostate cancer cell	prostate cancer	-2.5789918601999156	7.789744038278208
391	prostate cancer cell	prostate cancer	-1.1197446282456542	8.157121338214905
392	prostate cancer cell	prostate cancer	-3.5664657406219162	7.377896272180378
393	prostate cancer cell	prostate cancer	-2.0628380915375835	7.541357585234666
394	prostate cancer cell	prostate cancer	-1.406923630488535	7.2929806345062325
395	prostate cancer cell	prostate cancer	-1.200691955807859	8.282929196427892
396	prostate cancer cell	prostate cancer	-1.7833642909039644	7.952617740793485
397	prostate cancer cell	prostate cancer	-3.330668878658039	7.7294462840195735
398	prostate cancer cell	prostate cancer	-1.0890313041398374	8.069472680558853
399	prostate cancer cell	prostate cancer	-1.5251782316727593	8.801801820209446
400	prostate cancer cell	prostate cancer	-2.679466859572044	8.139686199774074
401	prostate cancer cell	prostate cancer	-3.6098831993144573	7.341964370443799
402	prostate cancer cell	prostate cancer	-1.8032362125027697	8.535881505039999
403	prostate cancer cell	prostate cancer	-2.35662870339041	8.486880710316123
404	prostate cancer cell	prostate cancer	-2.9300327871213248	8.082976978804016
405	prostate cancer cell	prostate cancer	-2.781076379580838	8.752026378611403
406	prostate cancer cell	prostate cancer	-3.9233188736763567	7.775029075647073
407	prostate cancer cell	prostate cancer	-3.9137203278995902	7.531528657382726
408	prostate cancer cell	prostate cancer	-1.7035144674334652	8.710553440283022
409	prostate cancer cell	prostate cancer	-3.5786859811856493	7.399345629061635
410	prostate cancer cell	prostate cancer	-2.3969403188097047	7.518510587257023
411	prostate cancer cell	prostate cancer	-1.5409015661487324	8.118977891053497
412	prostate cancer cell	prostate cancer	-1.2838049467210575	8.078537653761469
413	prostate cancer cell	prostate cancer	-3.1111332548488297	8.054138751346999
414	prostate cancer cell	prostate cancer	-2.4696203178686433	7.26269562358476
415	prostate cancer cell	prostate cancer	-2.8946422986239466	8.633182018937076
416	prostate cancer cell	prostate cancer	-2.047738268033348	8.39540652851298
417	prostate cancer cell	prostate cancer	-1.750002033537646	7.7690240650612825
418	prostate cancer cell	prostate cancer	-2.07417339887671	7.2914664703455685
419	prostate cancer cell	prostate cancer	-2.3309610358786754	8.253736140493588
420	prostate cancer cell	prostate cancer	-2.1971639549603434	8.304680949250296
421	prostate cancer cell	prostate cancer	-3.177888602354256	7.924286067718738
422	prostate cancer cell	prostate cancer	-2.492553485362788	7.860593148385867
423	prostate cancer cell	prostate cancer	-1.0795001526342878	8.268787628013143
424	prostate cancer cell	prostate cancer	-1.6684320525659315	8.336211608804907
425	prostate cancer cell	prostate cancer	-2.665310932105411	7.1214063591251335
426	prostate cancer cell	prostate cancer	-1.3549773054397958	7.890295573273011
427	prostate cancer cell	prostate cancer	-2.7191420426528694	7.917430139516984
428	prostate cancer cell	prostate cancer	-1.7198005973347605	7.417579185043275
429	prostate cancer cell	prostate cancer	-2.4366809740729285	8.750296023939551
430	prostate cancer cell	prostate cancer	-1.9081124000496699	8.631910579774928
431	prostate cancer cell	prostate cancer	-2.822558092366674	8.132895529178109
432	prostate cancer cell	prostate cancer	-1.7955570908863692	8.517513748281138
433	prostate cancer cell	prostate cancer	-2.943563224466237	8.583570061232605
434	prostate cancer cell	prostate cancer	-3.2904518632157504	8.562416649295935
435	prostate cancer cell	prostate cancer	-2.3214515834409912	8.888750844659942
436	prostate cancer cell	prostate cancer	-3.470359423839841	7.815533923494273
437	prostate cancer cell	prostate cancer	-3.2947389611103186	8.288826594508908
438	prostate cancer cell	prostate cancer	-1.8641587389324192	7.122252940589528
439	prostate cancer cell	prostate cancer	-1.3969415007849666	7.77856715610103
440	prostate cancer cell	prostate cancer	-3.845191331076428	7.992818170558705
441	prostate cancer cell	prostate cancer	-1.1721145462150429	8.446341712306278
442	prostate cancer cell	prostate cancer	-2.9421618960839195	7.655247840567991
443	prostate cancer cell	prostate cancer	-3.8100941027557798	7.665658995291613
444	prostate cancer cell	prostate cancer	-3.7914151290188474	7.824970778274302
445	prostate cancer cell	prostate cancer	-2.5472515633292776	8.074743265194217
446	prostate cancer cell	prostate cancer	-3.706177205703083	8.199878991306907
447	prostate cancer cell	prostate cancer	-3.5429426871021374	8.24778307379837
448	prostate cancer cell	prostate cancer	-3.527380888401497	7.721565496768035
449	prostate cancer cell	prostate cancer	-2.344245519998936	8.753855199450975
450	prostate cancer cell	prostate cancer	4.124998195689133	7.0809222500911435
451	prostate cancer cell	prostate cancer	-1.5639965186159501	8.370613619866978
452	prostate cancer cell	prostate cancer	-3.4417126275469667	7.8154173270616845
453	prostate cancer cell	prostate cancer	-2.104553892394178	7.715144277314657
454	prostate cancer cell	prostate cancer	-1.7337866292287905	8.755700479656213
455	prostate cancer cell	prostate cancer	-2.9197377997467515	8.442904268266343
456	prostate cancer cell	prostate cancer	-3.417781999826554	7.376792571848041
457	prostate cancer cell	prostate cancer	-3.3526257998052853	8.051002139418268
458	prostate cancer cell	prostate cancer	-2.3644412523531337	8.806342573431433
459	prostate cancer cell	prostate cancer	-1.368716004039329	8.671766459327438
460	prostate cancer cell	prostate cancer	-1.707956675540647	8.737332414348465
461	prostate cancer cell	prostate cancer	-2.450134188585716	7.541112225131696
462	prostate cancer cell	prostate cancer	-3.83648186070078	7.930587959224516
463	prostate cancer cell	prostate cancer	-2.0151990596517644	8.374363394683353
464	prostate cancer cell	prostate cancer	-3.822123297686936	7.5802063497179475
465	prostate cancer cell	prostate cancer	-2.9578774441108306	7.59881006044046
466	prostate cancer cell	prostate cancer	-2.843275875211994	7.211095100226583
467	prostate cancer cell	prostate cancer	-2.4859099334423003	8.880834262447658
468	prostate cancer cell	prostate cancer	-2.6770311055851104	7.866667069565986
469	prostate cancer cell	prostate cancer	-1.9497223588890888	8.70162337862037
470	prostate cancer cell	prostate cancer	-2.5016335560831835	8.813910134574824
471	prostate cancer cell	prostate cancer	-2.210876621964221	7.908244361227432
472	prostate cancer cell	prostate cancer	-3.2443027671492	7.423692382150065
473	prostate cancer cell	prostate cancer	-0.9961012632621271	7.609585346739323
474	prostate cancer cell	prostate cancer	-1.5170615149018423	7.632338924547634
475	prostate cancer cell	prostate cancer	-1.4361998001496001	8.001035780431552
476	prostate cancer cell	prostate cancer	-3.363457035034481	7.289501214948663
477	prostate cancer cell	prostate cancer	-1.754767719282471	8.678553266577916
478	prostate cancer cell	prostate cancer	-2.3396317308564476	7.607002149592168
479	prostate cancer cell	prostate cancer	-1.2000284390313354	7.527616035870791
480	prostate cancer cell	prostate cancer	-1.368816949955048	8.563912543727453
481	prostate cancer cell	prostate cancer	-2.6173197623439286	8.904850012485282
482	prostate cancer cell	prostate cancer	-2.404926975854087	7.633437391836855
483	prostate cancer cell	prostate cancer	-1.2613983245734035	8.432117867150954
484	prostate cancer cell	prostate cancer	-2.1243308052197323	8.616144876047134
485	prostate cancer cell	prostate cancer	-2.461381824826016	8.404537611810857
486	prostate cancer cell	prostate cancer	-3.4237065001700406	8.20304807188548
487	prostate cancer cell	prostate cancer	-2.787756972434593	8.177821076464523
488	prostate cancer cell	prostate cancer	-1.9290851244177591	8.968831051972384
489	CD8+ PD1+ T cell	NK/T	3.0689387505831673	-3.661107136972801
490	CD8+ PD1+ T cell	NK/T	3.1535513200520664	-3.2107868179432417
491	CD4+ T cell	NK/T	7.452966376131889	-3.2537312056010737
492	CD8+ PD1+ T cell	NK/T	3.8063155967201303	-3.054909417326731
493	CD8+ PD1+ T cell	NK/T	3.526849038230421	-2.890146176159125
494	CD4+ Treg cell	NK/T	8.522897650490645	-4.847170025299407
495	plasma cell	B lineage	2.2991656704059498	-16.897778620437684
496	CD8+ GNLY+ T cell	NK/T	3.2573824428782263	-5.239756799978171
497	CD8+ PD1+ T cell	NK/T	3.286875633922284	-3.111356928217223
498	plasma cell	B lineage	2.282475546917003	-16.852733860462592
499	CD4+ T cell	NK/T	6.98545667530473	-2.6154205260851047
500	CD8+ PD1+ T cell	NK/T	3.6252281626759006	-3.085324452485818
501	CD4+ Treg cell	NK/T	8.702302185432758	-4.610553219186571
502	CD8+ PD1+ T cell	NK/T	3.269957347017752	-3.588956998407765
503	CD8+ GNLY+ T cell	NK/T	2.815694980019291	-5.734430230236265
504	CD8+ GNLY+ T cell	NK/T	2.9094563106571503	-6.320684115708172
505	plasma cell	B lineage	2.236106100126445	-16.818121159526566
506	CD4+ T cell	NK/T	5.955525348987387	-2.9553518424838905
507	CD8+ PD1+ T cell	NK/T	3.440861432281433	-2.9927507889326703
508	CD8+ PD1+ T cell	NK/T	3.2392535912461544	-4.04215124129609
509	B cell	B lineage	-10.113872492557554	-11.815564722926242
510	CD4+ Treg cell	NK/T	8.099343717842373	-4.614560332171309
511	CD8+ PD1+ T cell	NK/T	3.4380629860074783	-3.853396673690914
512	CD4+ Treg cell	NK/T	8.738951757148543	-4.653841755697154
513	CD8+ PD1+ T cell	NK/T	3.2201850391157065	-3.7766327128370456
514	CD8+ PD1+ T cell	NK/T	3.104708938756588	-3.630312208526459
515	CD4+ T cell	NK/T	8.394552969282564	-4.987396461006501
516	CD8+ PD1+ T cell	NK/T	4.8453946610260115	-5.867232739004455
517	CD8+ PD1+ T cell	NK/T	3.351375596613644	-4.52819703472328
518	CD14+ monocyte	monocyte/macrophage	-7.364811665089071	-4.20270482105883
519	CD4+ T cell	NK/T	7.107873863108482	-2.1227384981425033
520	CD8+ PD1+ T cell	NK/T	3.1797199767731077	-3.846177736883509
521	CD4+ Treg cell	NK/T	8.145516125174215	-4.274459331459065
522	plasma cell	B lineage	1.4358665036086171	-16.705507584965705
523	CD4+ T cell	NK/T	8.244478059583228	-2.0284114116148984
524	CD8+ PD1+ T cell	NK/T	2.373337414068314	-5.049468671526029
525	CD8+ GNLY+ T cell	NK/T	2.1290538470351015	-5.05916678040686
526	CD4+ T cell	NK/T	7.695544419815826	-3.0313038357905038
527	plasma cell	B lineage	2.3095181917951995	-16.83671172291835
528	CD8+ PD1+ T cell	NK/T	3.5906509976486363	-3.0639273571693115
529	B cell	B lineage	2.0753288554566556	-16.570309423151258
530	CD8+ PD1+ T cell	NK/T	3.0632600233992324	-3.842588770900562
531	CD8+ PD1+ T cell	NK/T	3.2624362033608456	-3.7613862035576715
532	CD4+ Treg cell	NK/T	8.442673882548943	-4.96573062092958
533	CD4+ Treg cell	NK/T	8.622035326407028	-4.800158743106955
534	plasma cell	B lineage	1.2683004510531155	-16.73868245911169
535	CD8+ PD1+ T cell	NK/T	3.903546836079659	-3.8613082943761032
536	CD8+ PD1+ T cell	NK/T	3.781035971356419	-3.3129026283114245
537	B cell	B lineage	-9.591551643429968	-11.657912199934854
538	CD8+ GNLY+ T cell	NK/T	2.3187219064920845	-5.449129492833592
539	CD8+ PD1+ T cell	NK/T	3.3813122604125474	-3.7156241221570605
540	CD8+ PD1+ T cell	NK/T	4.012711274206306	-3.747344751890566
541	CD8+ PD1+ T cell	NK/T	3.3589746688778077	-3.4553309206409804
542	CD4+ Treg cell	NK/T	8.499310673657106	-4.7899373082869205
543	CD8+ PD1+ T cell	NK/T	3.583437812183599	-3.0841562883263913
544	plasma cell	B lineage	2.1210450539338135	-16.695235950555425
545	CD8+ PD1+ T cell	NK/T	3.622139501976982	-3.273664221939896
546	CD8+ PD1+ T cell	NK/T	2.6713633960123917	-4.497500138754717
547	CD8+ PD1+ T cell	NK/T	3.1505598929046084	-3.564280305725994
548	CD4+ Treg cell	NK/T	8.602768130163218	-4.552856693025537
549	plasma cell	B lineage	2.1527371176492904	-16.727753426554422
550	CD8+ PD1+ T cell	NK/T	3.2036180215024688	-3.7089737661176927
551	CD8+ PD1+ T cell	NK/T	3.250210721921999	-4.19832455344523
552	CD4+ Treg cell	NK/T	8.206960532475291	-4.446602527652424
553	CD4+ Treg cell	NK/T	8.35323314028394	-4.8893360363632485
554	plasma cell	B lineage	2.052412132613185	-16.65817139200552
555	CD8+ PD1+ T cell	NK/T	3.6091188430712635	-4.012395036345636
556	plasma cell	B lineage	1.06290690844319	-16.714115169697568
557	plasma cell	B lineage	1.8127281317790283	-16.636114838393553
558	plasma cell	B lineage	2.1665928562301553	-16.726248519517824
559	CD4+ Treg cell	NK/T	8.206716697058857	-4.949868475873529
560	CD8+ GNLY+ T cell	NK/T	3.4479675521867508	-6.367288398023268
561	CD8+ PD1+ T cell	NK/T	3.3629240782664374	-3.9393273281637007
562	CD4+ T cell	NK/T	6.2714433674089305	-1.8572973727233848
563	CD8+ PD1+ T cell	NK/T	3.4937606280187428	-3.6342665562668843
564	CD4+ Treg cell	NK/T	3.799714130349557	-3.508032152585998
565	CD8+ CXCR4+ T cell	NK/T	4.176187940921566	-4.538270888959545
566	CD8+ PD1+ T cell	NK/T	3.7388448165235624	-4.380199425315803
567	CD4+ T cell	NK/T	4.611278637180976	-4.226716484388838
568	CD8+ PD1+ T cell	NK/T	3.4479522325862333	-3.250912162217923
569	CD8+ PD1+ T cell	NK/T	3.6167599099472514	-5.034969370291721
570	CD8+ PD1+ T cell	NK/T	3.4394401651681914	-4.237606650992984
571	CD8+ GNLY+ T cell	NK/T	2.3352072314963626	-5.187777330318349
572	CD4+ T cell	NK/T	7.099272040075946	-1.5250976273028531
573	plasma cell	B lineage	2.2942872315865412	-16.8671912155973
574	CD8+ PD1+ T cell	NK/T	3.644747229638224	-3.892612578251052
575	plasma cell	B lineage	1.2573380082367902	-16.781707354035614
576	CD8+ GNLY+ T cell	NK/T	2.918097096221934	-6.054396703818531
577	B cell	B lineage	-10.127120764737809	-11.727716971178404
578	CD8+ PD1+ T cell	NK/T	3.1375819796417463	-3.3453089572431174
579	prostate cancer cell	prostate cancer	6.478792462496432	3.5804432919046563
580	prostate cancer cell	prostate cancer	4.62823603736742	3.259130553250569
581	prostate cancer cell	prostate cancer	5.282290882352405	4.940381331726337
582	prostate cancer cell	prostate cancer	4.577326225890897	4.041354348032613
583	prostate cancer cell	prostate cancer	4.63606490113946	3.5073063989227724
584	prostate cancer cell	prostate cancer	5.060023082811081	5.197781407066996
585	prostate cancer cell	prostate cancer	4.803908332957702	5.262939966228332
586	prostate cancer cell	prostate cancer	6.207724245290452	4.07866032010369
587	prostate cancer cell	prostate cancer	4.0785231099604875	3.689942382936738
588	prostate cancer cell	prostate cancer	4.76958697664616	5.404764164490812
589	prostate cancer cell	prostate cancer	5.519974921363813	5.098220970611136
590	prostate cancer cell	prostate cancer	5.632630433987764	4.957174759842367
591	prostate cancer cell	prostate cancer	5.325630802166881	4.848198127851989
592	prostate cancer cell	prostate cancer	4.425440176396371	4.018133597631861
593	prostate cancer cell	prostate cancer	4.278123781175206	3.9330118652104704
594	prostate cancer cell	prostate cancer	6.017628789017266	4.457111941471201
595	prostate cancer cell	prostate cancer	4.945538188443595	5.333377601943585
596	prostate cancer cell	prostate cancer	4.905472949620048	4.8773958434671005
597	prostate cancer cell	prostate cancer	6.227134883325545	3.919826270565627
598	prostate cancer cell	prostate cancer	4.182729721307918	3.377270111315194
599	prostate cancer cell	prostate cancer	4.749985069654276	5.032378256800589
600	prostate cancer cell	prostate cancer	5.376753487241168	4.1495302897569974
601	prostate cancer cell	prostate cancer	6.173278956478601	4.101423389175094
602	prostate cancer cell	prostate cancer	6.333765408500452	4.0997275119080445
603	prostate cancer cell	prostate cancer	5.346035414938306	5.321557898212866
604	prostate cancer cell	prostate cancer	4.880148694791217	5.294543395451415
605	prostate cancer cell	prostate cancer	5.687461298119522	4.7772352870767065
606	prostate cancer cell	prostate cancer	5.126404162515268	5.34944948621416
607	prostate cancer cell	prostate cancer	5.8756999011549205	4.3765388639936145
608	prostate cancer cell	prostate cancer	6.377243085988253	3.8718977430054777
609	prostate cancer cell	prostate cancer	4.844741853676207	4.952272583393064
610	prostate cancer cell	prostate cancer	5.2867849414342505	5.336402767292702
611	prostate cancer cell	prostate cancer	4.762552456745919	5.2291454193137845
612	prostate cancer cell	prostate cancer	4.345429416023732	4.384109003460274
613	prostate cancer cell	prostate cancer	6.685941006016337	3.4649460869759134
614	prostate cancer cell	prostate cancer	4.710409032419988	4.839840870631045
615	prostate cancer cell	prostate cancer	6.267542149087083	3.899802929169493
616	prostate cancer cell	prostate cancer	4.807438234780192	4.59737197112166
617	prostate cancer cell	prostate cancer	4.713961227590311	4.326389815079185
618	prostate cancer cell	prostate cancer	4.529114962847456	3.829638233883126
619	prostate cancer cell	prostate cancer	4.298614640765053	3.761302150090686
620	prostate cancer cell	prostate cancer	4.282082560337353	4.019585196457182
621	prostate cancer cell	prostate cancer	5.586313895746459	5.087673482505291
622	prostate cancer cell	prostate cancer	4.738278291699546	5.060024608572634
623	prostate cancer cell	prostate cancer	4.214319365754452	3.4947703074134906
624	prostate cancer cell	prostate cancer	4.2768166828251095	3.285924494871923
625	prostate cancer cell	prostate cancer	4.817199645047467	3.2664125729195415
626	CD4+ T cell	NK/T	7.9225996950725905	-2.1804228386611983
627	CD8+ GNLY+ T cell	NK/T	3.175446858104046	-5.4529124134410125
628	CD4+ T cell	NK/T	7.82695456076067	-1.578653594685871
629	CD4+ T cell	NK/T	8.04533359228151	-3.2757641347147555
630	CD4+ T cell	NK/T	8.160614231947818	-1.9931451088636032
631	CD8+ GNLY+ T cell	NK/T	3.009495459794204	-5.488780112415096
632	B cell	B lineage	-9.58981647683531	-11.826785851300835
633	CD4+ T cell	NK/T	7.371833978468875	-1.3824292715520252
634	plasma cell	B lineage	1.7720729425451045	-16.53610349221744
635	CD8+ PD1+ T cell	NK/T	3.4477211689371146	-3.69941960530781
636	CD4+ T cell	NK/T	7.364498323821344	-1.438273564489373
637	CD8+ CXCR4+ T cell	NK/T	5.1075497085419785	-3.7169820026284044
638	B cell	B lineage	-8.95632815647444	-12.182450265104524
639	B cell	B lineage	-9.896683832204877	-11.78572961435358
640	CD4+ T cell	NK/T	6.477015480779226	-2.3118276677953973
641	B cell	B lineage	-9.979738513190611	-11.774622664555942
642	plasma cell	B lineage	2.0309298582391238	-16.620013278773268
643	CD8+ PD1+ T cell	NK/T	4.369977813246444	-3.2602038555196264
644	B cell	B lineage	-10.069779129833904	-11.789285335897539
645	CD4+ T cell	NK/T	8.054798784501669	-2.1163430686546727
646	CD8+ PD1+ T cell	NK/T	3.3381396073097216	-3.533343347864242
647	CD4+ T cell	NK/T	7.863857468625938	-1.4610963647159096
648	CD4+ T cell	NK/T	8.271387932197019	-4.115252824788872
649	B cell	B lineage	-8.855317574954752	-11.681141508273809
650	macrophage	monocyte/macrophage	-3.18947952490584	-2.570582276971617
651	plasmablast	B lineage	-6.407135846905041	-11.279972898964068
652	CD4+ T cell	NK/T	8.061304146912656	-1.974362002173594
653	CD8+ PD1+ T cell	NK/T	3.4648859381001933	-4.112963718552329
654	CD8+ GNLY+ T cell	NK/T	3.065328319710163	-4.9012198951963395
655	CD8+ PD1+ T cell	NK/T	3.2180555818216123	-3.516861068280062
656	CD4+ T cell	NK/T	8.150800793679752	-3.1141098471795465
657	CD4+ Treg cell	NK/T	3.8132252070079944	-4.095911162111825
658	plasma cell	B lineage	2.0656929898674545	-16.592198038376438
659	CD4+ Treg cell	NK/T	8.414150595876071	-4.83490303769407
660	CD8+ GNLY+ T cell	NK/T	2.7647795997596663	-5.339347182513862
661	plasma cell	B lineage	1.1190308300762026	-16.753491374128846
662	CD8+ GNLY+ T cell	NK/T	2.8545777920873663	-5.282199284269157
663	CD4+ Treg cell	NK/T	3.2635259983895595	-3.7154343970119923
664	CD8+ PD1+ T cell	NK/T	3.2962541782159764	-3.569446667816914
665	macrophage	monocyte/macrophage	-3.2282359265837717	-2.5654369581403134
666	CD4+ T cell	NK/T	8.274458982420926	-2.3898859637804826
667	B cell	B lineage	1.961657720979819	-16.62118199939117
668	CD4+ Treg cell	NK/T	8.171104507816379	-5.023603614834905
669	CD4+ Treg cell	NK/T	8.558701296001882	-4.643479800495607
670	B cell	B lineage	-8.866763630106213	-12.123284281285969
671	B cell	B lineage	-9.185623301849407	-11.609980060138334
672	CD4+ Treg cell	NK/T	8.657505656772962	-4.737812458335998
673	prostate cancer cell	prostate cancer	4.748272396247818	4.325819427707087
674	prostate cancer cell	prostate cancer	5.576581492928521	5.029205346682726
675	prostate cancer cell	prostate cancer	4.389087460117987	3.440834645135292
676	prostate cancer cell	prostate cancer	5.465695299091908	4.290047589452872
677	prostate cancer cell	prostate cancer	6.076243381235019	3.7980115095538918
678	prostate cancer cell	prostate cancer	4.708263661305195	3.445937758441272
679	prostate cancer cell	prostate cancer	5.187479275133086	3.7440707173638272
680	prostate cancer cell	prostate cancer	6.184024946619506	3.7394470750831927
681	prostate cancer cell	prostate cancer	4.749056868105914	3.4963054376128118
682	prostate cancer cell	prostate cancer	6.283824110658883	3.730074293998308
683	prostate cancer cell	prostate cancer	5.684990273251397	4.017404177625529
684	prostate cancer cell	prostate cancer	5.58061620586936	3.9325358769802956
685	prostate cancer cell	prostate cancer	4.462863175663037	3.5764102123150416
686	prostate cancer cell	prostate cancer	6.226114132721943	3.9412751928668244
687	prostate cancer cell	prostate cancer	4.230843679786581	3.4039073542821456
688	prostate cancer cell	prostate cancer	4.3877022955786975	3.540667636081183
689	prostate cancer cell	prostate cancer	4.447921839665782	3.692344266849229
690	prostate cancer cell	prostate cancer	5.289375722195122	4.92017839250399
691	prostate cancer cell	prostate cancer	4.7551995607747095	3.8493450643525278
692	prostate cancer cell	prostate cancer	5.2253148181605615	4.076325399924077
693	prostate cancer cell	prostate cancer	5.4335298043994325	3.998433386724337
694	prostate cancer cell	prostate cancer	5.924664273535249	3.96062249551963
695	prostate cancer cell	prostate cancer	4.746526680780795	3.7084872054731535
696	prostate cancer cell	prostate cancer	5.511590465311071	4.244447380870925
697	prostate cancer cell	prostate cancer	5.835162101603373	3.863928585353795
698	prostate cancer cell	prostate cancer	5.023260174516456	3.6150975243414947
699	prostate cancer cell	prostate cancer	5.81956190649954	4.138147154303237
700	prostate cancer cell	prostate cancer	5.355338912510007	4.266390005402048
701	prostate cancer cell	prostate cancer	5.244568005576099	4.294289554103679
702	prostate cancer cell	prostate cancer	4.837702556968946	4.423559449819525
703	prostate cancer cell	prostate cancer	4.8032319571930095	3.7762112833820516
704	prostate cancer cell	prostate cancer	6.012636400132458	3.9724792778583233
705	prostate cancer cell	prostate cancer	6.137391149289423	3.7617338863002163
706	prostate cancer cell	prostate cancer	5.109609849597613	4.2115780635682505
707	prostate cancer cell	prostate cancer	5.505586190163178	4.164493375013075
708	prostate cancer cell	prostate cancer	5.482467640705736	3.785196730242468
709	prostate cancer cell	prostate cancer	5.394932719819128	4.253221353787971
710	prostate cancer cell	prostate cancer	5.379270309339417	3.8626412779557557
711	prostate cancer cell	prostate cancer	6.285741307002739	3.5269308645015305
712	prostate cancer cell	prostate cancer	5.750261555426103	3.6858295603651263
713	prostate cancer cell	prostate cancer	5.92440856338903	4.239392586298205
714	prostate cancer cell	prostate cancer	4.902389171226776	4.532976789316709
715	prostate cancer cell	prostate cancer	5.497597193857521	3.8842790324079632
716	prostate cancer cell	prostate cancer	5.322024123121952	4.47792525631553
717	prostate cancer cell	prostate cancer	5.16717139408664	4.767531695190856
718	prostate cancer cell	prostate cancer	5.003673168074514	4.252844843698714
719	prostate cancer cell	prostate cancer	5.343812301591186	4.612256826068858
720	prostate cancer cell	prostate cancer	5.604748314680342	3.9754566303704677
721	prostate cancer cell	prostate cancer	5.474087998838356	4.997225456278375
722	prostate cancer cell	prostate cancer	6.029259098137556	3.8345109102699744
723	prostate cancer cell	prostate cancer	6.229958892580428	3.538703297851755
724	prostate cancer cell	prostate cancer	5.2144564365467785	4.939786595124797
725	prostate cancer cell	prostate cancer	5.996809532588858	3.8422810079026646
726	prostate cancer cell	prostate cancer	5.1897554953671605	4.559725445232612
727	prostate cancer cell	prostate cancer	5.418218251525084	5.022963263426604
728	prostate cancer cell	prostate cancer	4.323467321088143	3.6710871292078147
729	prostate cancer cell	prostate cancer	5.338951444376921	4.7603915894682025
730	prostate cancer cell	prostate cancer	4.967007520430394	4.631503792419215
731	prostate cancer cell	prostate cancer	4.533571887212582	3.276268531766442
732	prostate cancer cell	prostate cancer	5.210581779022653	4.481908433766655
733	prostate cancer cell	prostate cancer	5.326542130244375	4.331273218615889
734	prostate cancer cell	prostate cancer	5.149739653539728	4.339571420597171
735	prostate cancer cell	prostate cancer	6.133036214401692	3.7552120697479583
736	prostate cancer cell	prostate cancer	4.473575180300697	3.3977982777941302
737	prostate cancer cell	prostate cancer	5.536583472612504	5.083841049000245
738	prostate cancer cell	prostate cancer	5.556120054216959	4.452842695548096
739	prostate cancer cell	prostate cancer	4.944456076663979	4.345952458218878
740	prostate cancer cell	prostate cancer	4.381060311931094	4.1269211344968735
741	prostate cancer cell	prostate cancer	5.048041595411539	4.817395656509344
742	prostate cancer cell	prostate cancer	6.336408263006045	3.767219632184361
743	prostate cancer cell	prostate cancer	4.467129281588675	3.5480363725398916
744	prostate cancer cell	prostate cancer	5.076738180100334	4.53971791159203
745	prostate cancer cell	prostate cancer	5.668648753404509	4.998121962076722
746	prostate cancer cell	prostate cancer	4.790825836454566	4.104949316223273
747	prostate cancer cell	prostate cancer	5.1255114078485	3.9382629563386815
748	prostate cancer cell	prostate cancer	4.923136184265653	4.590643098752636
749	prostate cancer cell	prostate cancer	5.452822399271051	5.133817507358808
750	prostate cancer cell	prostate cancer	5.9921337560666155	3.728460062431268
751	prostate cancer cell	prostate cancer	5.913683836176484	3.942656883193393
752	prostate cancer cell	prostate cancer	4.731307762390422	5.173492819549844
753	prostate cancer cell	prostate cancer	6.158583441337983	3.6490576725141977
754	prostate cancer cell	prostate cancer	4.459160597174677	4.059122202343394
755	prostate cancer cell	prostate cancer	5.691938185543432	4.13643019965439
756	CD4+ Treg cell	NK/T	8.44503859851271	-4.946912599838283
757	CD8+ PD1+ T cell	NK/T	3.333208414171452	-3.1319335092013354
758	CD8+ PD1+ T cell	NK/T	3.455717955972516	-4.231897245696615
759	CD8+ PD1+ T cell	NK/T	2.8921698246850225	-5.1422826110756565
760	CD8+ PD1+ T cell	NK/T	3.655113495604677	-3.3511230621497807
761	CD8+ CXCR4+ T cell	NK/T	4.848481755798413	-4.345806134023079
762	CD8+ GNLY+ T cell	NK/T	2.777121754914742	-5.259465409693467
763	CD4+ T cell	NK/T	8.423050524958951	-3.3615390082270036
764	plasma cell	B lineage	2.065912476907517	-16.73469410882785
765	CD4+ T cell	NK/T	6.2941356753081	-1.4138852612779629
766	CD4+ Treg cell	NK/T	8.457300949981194	-4.089073528598345
767	CD8+ PD1+ T cell	NK/T	3.282973293624516	-3.032276006950236
768	plasma cell	B lineage	1.6610953686093877	-16.736820294823335
769	CD4+ T cell	NK/T	8.287436805612955	-3.289787396993935
770	CD4+ T cell	NK/T	6.5108529302451	-2.2085523713295894
771	CD8+ PD1+ T cell	NK/T	3.445794635893037	-3.013888209570787
772	CD8+ PD1+ T cell	NK/T	3.4172317089827575	-3.2493197409834975
773	CD8+ GNLY+ T cell	NK/T	2.5221711896572905	-5.17660581999778
774	macrophage	monocyte/macrophage	-3.3674899665691593	-2.370651294480646
775	CD8+ PD1+ T cell	NK/T	4.112838984847106	-3.7559773646393695
776	CD14+ monocyte	monocyte/macrophage	-7.388530720980612	-4.223713331684487
777	CD4+ Treg cell	NK/T	8.67924379453258	-4.608027892946845
778	CD8+ GNLY+ T cell	NK/T	2.192292295305191	-5.016174833425207
779	CD8+ PD1+ T cell	NK/T	3.361460314832298	-3.143536992971332
780	CD4+ T cell	NK/T	8.20653116414912	-2.2774857294802753
781	plasma cell	B lineage	1.5260873523839156	-16.711322461869088
